"maille_code";"sexe";"date";"hospitalises";"reanimation";"gueris";"deces"
"61";0;"2020-04-06";65;15;58;9
"62";0;"2020-04-06";391;123;201;55
"63";0;"2020-04-06";84;39;48;7
"64";0;"2020-04-06";85;27;69;15
"65";0;"2020-04-06";55;7;25;7
"66";0;"2020-04-06";105;32;140;18
"67";0;"2020-04-06";1078;267;649;287
"68";0;"2020-04-06";1040;141;955;508
"69";0;"2020-04-06";1223;295;640;233
"70";0;"2020-04-06";79;16;72;44
"71";0;"2020-04-06";193;38;170;69
"72";0;"2020-04-06";106;24;87;21
"73";0;"2020-04-06";118;34;127;18
"74";0;"2020-04-06";292;95;269;64
"75";0;"2020-04-06";3119;838;1383;646
"76";0;"2020-04-06";364;114;167;65
"77";0;"2020-04-06";692;189;490;149
"78";0;"2020-04-06";963;184;514;195
"79";0;"2020-04-06";28;9;11;8
"80";0;"2020-04-06";364;72;156;90
"81";0;"2020-04-06";55;24;27;5
"82";0;"2020-04-06";18;10;6;3
"83";0;"2020-04-06";240;62;246;41
"84";0;"2020-04-06";87;22;69;16
"85";0;"2020-04-06";77;22;38;16
"86";0;"2020-04-06";61;28;37;17
"87";0;"2020-04-06";66;20;29;10
"88";0;"2020-04-06";269;36;200;125
"89";0;"2020-04-06";103;18;37;15
"90";0;"2020-04-06";221;42;164;89
"91";0;"2020-04-06";943;206;306;139
"92";0;"2020-04-06";1978;428;919;320
"93";0;"2020-04-06";1406;235;570;296
"94";0;"2020-04-06";1811;292;694;351
"95";0;"2020-04-06";850;165;721;259
"971";0;"2020-04-06";40;18;37;8
"972";0;"2020-04-06";55;20;37;4
"973";0;"2020-04-06";7;1;6;0
"974";0;"2020-04-06";45;4;43;0
"976";0;"2020-04-06";16;3;13;2
"01";0;"2020-04-07";119;32;97;27
"02";0;"2020-04-07";255;35;218;115
"03";0;"2020-04-07";52;19;65;8
"04";0;"2020-04-07";29;3;56;4
"05";0;"2020-04-07";64;17;48;2
"06";0;"2020-04-07";252;81;192;48
"07";0;"2020-04-07";106;19;150;32
"08";0;"2020-04-07";80;18;37;6
"09";0;"2020-04-07";19;4;12;1
"10";0;"2020-04-07";157;25;30;38
"11";0;"2020-04-07";81;17;76;31
"12";0;"2020-04-07";55;9;42;13
"13";0;"2020-04-07";1074;249;929;137
"14";0;"2020-04-07";151;59;64;26
"15";0;"2020-04-07";26;9;6;0
"16";0;"2020-04-07";12;5;26;7
"17";0;"2020-04-07";89;26;46;19
"18";0;"2020-04-07";54;17;21;24
"19";0;"2020-04-07";41;8;23;11
"21";0;"2020-04-07";307;79;324;83
"22";0;"2020-04-07";69;13;42;13
"23";0;"2020-04-07";13;7;5;3
"24";0;"2020-04-07";26;6;20;1
"25";0;"2020-04-07";196;81;188;58
"26";0;"2020-04-07";244;68;159;64
"27";0;"2020-04-07";66;12;26;22
"28";0;"2020-04-07";171;29;104;31
"29";0;"2020-04-07";94;42;62;9
"2A";0;"2020-04-07";79;21;45;29
"2B";0;"2020-04-07";15;2;68;3
"30";0;"2020-04-07";110;43;56;17
"31";0;"2020-04-07";230;102;178;19
"32";0;"2020-04-07";26;5;13;8
"33";0;"2020-04-07";315;90;350;50
"34";0;"2020-04-07";254;70;272;57
"35";0;"2020-04-07";154;44;104;23
"36";0;"2020-04-07";63;10;14;23
"37";0;"2020-04-07";181;61;73;21
"38";0;"2020-04-07";248;66;146;30
"39";0;"2020-04-07";90;11;47;18
"40";0;"2020-04-07";26;14;24;6
"41";0;"2020-04-07";86;14;43;14
"42";0;"2020-04-07";478;103;217;88
"43";0;"2020-04-07";27;7;33;4
"44";0;"2020-04-07";264;64;160;51
"45";0;"2020-04-07";248;75;125;27
"46";0;"2020-04-07";19;8;33;0
"47";0;"2020-04-07";30;7;15;3
"48";0;"2020-04-07";6;1;11;0
"49";0;"2020-04-07";174;53;196;44
"50";0;"2020-04-07";66;23;40;17
"51";0;"2020-04-07";391;71;313;88
"52";0;"2020-04-07";115;17;55;35
"53";0;"2020-04-07";71;14;22;12
"54";0;"2020-04-07";496;173;287;126
"55";0;"2020-04-07";168;23;141;33
"56";0;"2020-04-07";144;34;127;52
"57";0;"2020-04-07";1020;173;630;389
"58";0;"2020-04-07";34;9;8;7
"59";0;"2020-04-07";891;279;454;182
"60";0;"2020-04-07";408;71;314;178
"61";0;"2020-04-07";68;15;67;11
"62";0;"2020-04-07";431;123;222;64
"63";0;"2020-04-07";77;39;59;11
"64";0;"2020-04-07";81;28;74;15
"65";0;"2020-04-07";57;6;29;7
"66";0;"2020-04-07";98;35;152;19
"67";0;"2020-04-07";1083;265;710;305
"68";0;"2020-04-07";1056;150;1036;526
"69";0;"2020-04-07";1174;273;757;249
"70";0;"2020-04-07";84;17;82;45
"71";0;"2020-04-07";191;36;192;74
"72";0;"2020-04-07";113;23;95;21
"73";0;"2020-04-07";123;32;140;19
"74";0;"2020-04-07";285;88;296;68
"75";0;"2020-04-07";3169;849;1507;683
"76";0;"2020-04-07";362;116;195;71
"77";0;"2020-04-07";740;192;546;161
"78";0;"2020-04-07";992;189;551;209
"79";0;"2020-04-07";32;8;14;8
"80";0;"2020-04-07";351;75;185;96
"81";0;"2020-04-07";58;27;34;5
"82";0;"2020-04-07";18;9;6;3
"83";0;"2020-04-07";233;61;264;46
"84";0;"2020-04-07";86;23;85;16
"85";0;"2020-04-07";72;22;44;16
"86";0;"2020-04-07";59;25;40;19
"87";0;"2020-04-07";68;19;32;10
"88";0;"2020-04-07";253;35;222;128
"89";0;"2020-04-07";94;19;48;17
"90";0;"2020-04-07";216;43;188;94
"91";0;"2020-04-07";958;215;363;147
"92";0;"2020-04-07";1932;440;1085;377
"93";0;"2020-04-07";1461;241;628;368
"94";0;"2020-04-07";1956;302;784;400
"95";0;"2020-04-07";866;173;761;282
"971";0;"2020-04-07";34;17;43;8
"972";0;"2020-04-07";51;19;41;4
"973";0;"2020-04-07";7;1;8;0
"974";0;"2020-04-07";37;4;52;0
"976";0;"2020-04-07";16;3;17;2
"01";0;"2020-04-08";124;34;105;31
"02";0;"2020-04-08";260;39;230;119
"03";0;"2020-04-08";53;21;67;10
"04";0;"2020-04-08";30;3;58;4
"05";0;"2020-04-08";61;16;53;2
"06";0;"2020-04-08";258;87;208;56
"07";0;"2020-04-08";107;20;156;35
"08";0;"2020-04-08";75;17;39;7
"09";0;"2020-04-08";20;4;10;1
"10";0;"2020-04-08";153;24;54;47
"11";0;"2020-04-08";73;14;79;34
"12";0;"2020-04-08";52;8;47;14
"13";0;"2020-04-08";1107;253;991;144
"14";0;"2020-04-08";156;57;68;29
"15";0;"2020-04-08";26;9;8;0
"16";0;"2020-04-08";11;4;28;8
"17";0;"2020-04-08";91;24;50;21
"18";0;"2020-04-08";51;15;25;26
"19";0;"2020-04-08";43;9;26;11
"21";0;"2020-04-08";310;74;336;94
"22";0;"2020-04-08";66;13;45;14
"23";0;"2020-04-08";28;9;5;4
"24";0;"2020-04-08";23;6;23;1
"25";0;"2020-04-08";199;81;205;59
"26";0;"2020-04-08";247;66;168;69
"27";0;"2020-04-08";50;6;40;28
"28";0;"2020-04-08";177;31;124;36
"29";0;"2020-04-08";102;43;66;11
"2A";0;"2020-04-08";81;19;45;29
"2B";0;"2020-04-08";9;2;65;3
"30";0;"2020-04-08";104;41;66;21
"31";0;"2020-04-08";229;108;191;21
"32";0;"2020-04-08";29;4;14;8
"33";0;"2020-04-08";290;89;392;58
"34";0;"2020-04-08";240;69;299;60
"35";0;"2020-04-08";162;46;113;27
"36";0;"2020-04-08";63;11;16;25
"37";0;"2020-04-08";192;60;82;23
"38";0;"2020-04-08";228;55;172;35
"39";0;"2020-04-08";100;12;50;19
"40";0;"2020-04-08";29;14;25;6
"41";0;"2020-04-08";91;16;47;16
"42";0;"2020-04-08";475;104;243;90
"43";0;"2020-04-08";22;7;39;4
"44";0;"2020-04-08";263;66;179;54
"45";0;"2020-04-08";263;80;141;28
"46";0;"2020-04-08";17;9;39;1
"47";0;"2020-04-08";29;7;16;3
"48";0;"2020-04-08";6;1;11;0
"49";0;"2020-04-08";182;52;206;47
"50";0;"2020-04-08";65;23;43;17
"51";0;"2020-04-08";374;63;347;104
"52";0;"2020-04-08";107;16;58;37
"53";0;"2020-04-08";74;15;25;13
"54";0;"2020-04-08";480;163;334;136
"55";0;"2020-04-08";164;23;147;39
"56";0;"2020-04-08";154;34;149;55
"57";0;"2020-04-08";1002;167;692;414
"58";0;"2020-04-08";36;9;11;7
"59";0;"2020-04-08";895;273;526;197
"60";0;"2020-04-08";424;70;360;188
"61";0;"2020-04-08";68;14;78;12
"62";0;"2020-04-08";434;119;258;74
"63";0;"2020-04-08";74;37;66;14
"64";0;"2020-04-08";88;28;79;14
"65";0;"2020-04-08";62;7;33;7
"66";0;"2020-04-08";91;31;162;19
"67";0;"2020-04-08";1077;274;782;318
"68";0;"2020-04-08";1028;152;1106;548
"69";0;"2020-04-08";1150;271;834;273
"70";0;"2020-04-08";87;18;85;45
"71";0;"2020-04-08";191;36;211;75
"72";0;"2020-04-08";116;24;105;22
"73";0;"2020-04-08";122;31;149;20
"74";0;"2020-04-08";280;81;323;73
"75";0;"2020-04-08";3154;855;1654;732
"76";0;"2020-04-08";341;113;224;79
"77";0;"2020-04-08";734;198;631;178
"78";0;"2020-04-08";1040;193;598;219
"79";0;"2020-04-08";33;9;17;9
"80";0;"2020-04-08";353;72;201;101
"81";0;"2020-04-08";57;22;36;6
"82";0;"2020-04-08";20;11;6;3
"83";0;"2020-04-08";258;56;278;44
"84";0;"2020-04-08";82;22;96;19
"85";0;"2020-04-08";65;21;55;17
"86";0;"2020-04-08";60;24;43;19
"87";0;"2020-04-08";72;19;35;11
"88";0;"2020-04-08";248;38;238;131
"89";0;"2020-04-08";95;19;58;17
"90";0;"2020-04-08";209;43;204;96
"91";0;"2020-04-08";1125;222;394;163
"92";0;"2020-04-08";1987;456;1172;396
"93";0;"2020-04-08";1499;242;714;402
"94";0;"2020-04-08";2046;335;873;453
"95";0;"2020-04-08";894;167;821;307
"971";0;"2020-04-08";33;16;46;10
"972";0;"2020-04-08";49;19;43;4
"973";0;"2020-04-08";9;1;8;0
"974";0;"2020-04-08";39;4;55;0
"976";0;"2020-04-08";15;4;25;2
"01";0;"2020-04-09";125;33;112;35
"02";0;"2020-04-09";270;39;249;128
"03";0;"2020-04-09";57;22;66;10
"04";0;"2020-04-09";31;3;58;4
"05";0;"2020-04-09";54;15;61;2
"06";0;"2020-04-09";264;84;219;61
"07";0;"2020-04-09";107;23;166;38
"08";0;"2020-04-09";78;18;44;9
"09";0;"2020-04-09";18;4;11;1
"10";0;"2020-04-09";202;27;147;58
"11";0;"2020-04-09";69;15;84;36
"12";0;"2020-04-09";52;9;50;15
"13";0;"2020-04-09";1045;248;1108;154
"14";0;"2020-04-09";157;58;71;31
"15";0;"2020-04-09";27;9;9;0
"16";0;"2020-04-09";11;4;28;8
"17";0;"2020-04-09";80;23;54;21
"18";0;"2020-04-09";60;13;26;26
"19";0;"2020-04-09";44;10;29;12
"21";0;"2020-04-09";290;73;364;95
"22";0;"2020-04-09";64;12;49;16
"23";0;"2020-04-09";29;10;6;4
"24";0;"2020-04-09";22;6;25;1
"25";0;"2020-04-09";199;77;219;60
"26";0;"2020-04-09";241;66;182;71
"27";0;"2020-04-09";67;6;44;31
"28";0;"2020-04-09";186;29;132;37
"29";0;"2020-04-09";109;40;69;11
"2A";0;"2020-04-09";78;17;47;31
"2B";0;"2020-04-09";10;2;65;3
"30";0;"2020-04-09";106;41;72;21
"31";0;"2020-04-09";247;106;213;23
"32";0;"2020-04-09";28;5;16;8
"33";0;"2020-04-09";282;87;423;62
"34";0;"2020-04-09";224;66;324;62
"35";0;"2020-04-09";173;48;117;27
"36";0;"2020-04-09";66;11;19;25
"37";0;"2020-04-09";193;61;89;28
"38";0;"2020-04-09";236;60;190;38
"39";0;"2020-04-09";105;13;58;23
"40";0;"2020-04-09";30;14;29;8
"41";0;"2020-04-09";103;17;48;16
"42";0;"2020-04-09";472;95;266;95
"43";0;"2020-04-09";24;7;42;4
"44";0;"2020-04-09";274;66;197;57
"45";0;"2020-04-09";256;76;160;32
"46";0;"2020-04-09";20;9;43;1
"47";0;"2020-04-09";29;7;16;4
"48";0;"2020-04-09";6;1;11;0
"49";0;"2020-04-09";191;53;218;47
"50";0;"2020-04-09";71;23;44;19
"51";0;"2020-04-09";386;62;365;108
"52";0;"2020-04-09";97;16;61;36
"53";0;"2020-04-09";75;14;28;14
"54";0;"2020-04-09";470;160;362;141
"55";0;"2020-04-09";158;23;161;41
"56";0;"2020-04-09";147;33;162;55
"57";0;"2020-04-09";1022;166;737;429
"58";0;"2020-04-09";37;8;11;7
"59";0;"2020-04-09";912;268;576;213
"60";0;"2020-04-09";424;70;383;189
"61";0;"2020-04-09";72;14;79;14
"62";0;"2020-04-09";457;126;285;81
"63";0;"2020-04-09";73;36;70;15
"64";0;"2020-04-09";96;28;79;14
"65";0;"2020-04-09";64;7;37;7
"66";0;"2020-04-09";87;32;169;19
"67";0;"2020-04-09";1090;268;855;332
"68";0;"2020-04-09";1012;143;1170;561
"69";0;"2020-04-09";1197;263;896;282
"70";0;"2020-04-09";91;18;91;45
"71";0;"2020-04-09";188;35;222;81
"72";0;"2020-04-09";130;20;115;23
"73";0;"2020-04-09";121;27;168;20
"74";0;"2020-04-09";282;79;341;77
"75";0;"2020-04-09";3155;831;1824;770
"76";0;"2020-04-09";330;111;240;84
"77";0;"2020-04-09";752;201;722;197
"78";0;"2020-04-09";1035;186;647;235
"79";0;"2020-04-09";36;10;18;9
"80";0;"2020-04-09";366;77;210;104
"81";0;"2020-04-09";51;22;43;7
"82";0;"2020-04-09";20;11;8;3
"83";0;"2020-04-09";268;56;296;46
"84";0;"2020-04-09";86;20;99;19
"85";0;"2020-04-09";71;23;57;17
"86";0;"2020-04-09";59;22;45;19
"87";0;"2020-04-09";74;20;37;11
"88";0;"2020-04-09";254;33;258;139
"89";0;"2020-04-09";91;18;62;18
"90";0;"2020-04-09";210;41;210;98
"91";0;"2020-04-09";1134;224;466;176
"92";0;"2020-04-09";1968;439;1309;419
"93";0;"2020-04-09";1575;247;829;446
"94";0;"2020-04-09";2116;338;948;474
"95";0;"2020-04-09";946;188;875;323
"971";0;"2020-04-09";33;17;49;10
"972";0;"2020-04-09";47;17;45;5
"973";0;"2020-04-09";9;1;12;0
"974";0;"2020-04-09";36;3;58;0
"976";0;"2020-04-09";16;4;26;2
"01";0;"2020-04-10";128;28;119;40
"02";0;"2020-04-10";280;44;263;136
"03";0;"2020-04-10";56;22;72;10
"04";0;"2020-04-10";35;4;60;4
"05";0;"2020-04-10";52;15;65;2
"06";0;"2020-04-10";278;83;231;63
"07";0;"2020-04-10";105;24;176;40
"08";0;"2020-04-10";74;16;52;11
"09";0;"2020-04-10";15;4;15;1
"10";0;"2020-04-10";213;27;196;59
"11";0;"2020-04-10";63;15;91;37
"12";0;"2020-04-10";50;8;56;17
"13";0;"2020-04-10";1089;267;1167;160
"14";0;"2020-04-10";165;59;72;32
"15";0;"2020-04-10";27;8;9;0
"16";0;"2020-04-10";10;4;30;8
"17";0;"2020-04-10";78;21;56;21
"18";0;"2020-04-10";66;14;30;28
"19";0;"2020-04-10";39;10;34;12
"21";0;"2020-04-10";350;79;370;102
"22";0;"2020-04-10";70;11;54;17
"23";0;"2020-04-10";29;13;9;4
"24";0;"2020-04-10";26;5;27;1
"25";0;"2020-04-10";190;75;234;65
"26";0;"2020-04-10";230;61;193;73
"27";0;"2020-04-10";87;8;47;33
"28";0;"2020-04-10";198;30;144;40
"29";0;"2020-04-10";110;40;78;12
"2A";0;"2020-04-10";72;14;51;32
"2B";0;"2020-04-10";6;1;69;3
"30";0;"2020-04-10";108;41;83;22
"31";0;"2020-04-10";250;97;228;26
"32";0;"2020-04-10";25;4;20;8
"33";0;"2020-04-10";281;81;338;60
"34";0;"2020-04-10";212;67;349;70
"35";0;"2020-04-10";171;42;124;36
"36";0;"2020-04-10";79;9;20;29
"37";0;"2020-04-10";193;61;95;30
"38";0;"2020-04-10";249;56;201;41
"39";0;"2020-04-10";111;16;60;24
"40";0;"2020-04-10";25;13;31;9
"41";0;"2020-04-10";93;17;58;18
"42";0;"2020-04-10";464;101;299;101
"43";0;"2020-04-10";24;7;45;5
"44";0;"2020-04-10";289;70;210;60
"45";0;"2020-04-10";265;79;181;34
"46";0;"2020-04-10";18;8;49;2
"47";0;"2020-04-10";28;6;17;4
"48";0;"2020-04-10";6;1;11;0
"49";0;"2020-04-10";194;54;233;49
"50";0;"2020-04-10";79;23;46;19
"51";0;"2020-04-10";392;60;389;118
"52";0;"2020-04-10";100;19;72;37
"53";0;"2020-04-10";74;14;30;17
"54";0;"2020-04-10";508;151;378;163
"55";0;"2020-04-10";154;24;174;42
"56";0;"2020-04-10";139;34;175;56
"57";0;"2020-04-10";1052;160;788;452
"58";0;"2020-04-10";48;10;13;7
"59";0;"2020-04-10";937;270;634;228
"60";0;"2020-04-10";434;70;409;196
"61";0;"2020-04-10";75;13;89;14
"62";0;"2020-04-10";446;104;334;92
"63";0;"2020-04-10";73;34;77;15
"64";0;"2020-04-10";97;28;86;16
"65";0;"2020-04-10";68;6;43;7
"66";0;"2020-04-10";79;33;182;20
"67";0;"2020-04-10";1106;266;942;343
"68";0;"2020-04-10";1023;132;1206;570
"69";0;"2020-04-10";1194;258;968;295
"70";0;"2020-04-10";89;17;98;47
"71";0;"2020-04-10";184;36;234;89
"72";0;"2020-04-10";143;21;110;24
"73";0;"2020-04-10";118;23;178;23
"74";0;"2020-04-10";282;76;354;78
"75";0;"2020-04-10";3181;841;2005;839
"76";0;"2020-04-10";335;107;258;90
"77";0;"2020-04-10";782;208;779;213
"78";0;"2020-04-10";1042;191;685;250
"79";0;"2020-04-10";38;12;19;9
"80";0;"2020-04-10";359;76;233;110
"81";0;"2020-04-10";45;20;49;9
"82";0;"2020-04-10";19;10;11;3
"83";0;"2020-04-10";269;53;316;49
"84";0;"2020-04-10";81;19;107;21
"85";0;"2020-04-10";72;21;58;19
"86";0;"2020-04-10";56;23;52;19
"87";0;"2020-04-10";68;13;43;11
"88";0;"2020-04-10";277;34;248;157
"89";0;"2020-04-10";88;20;74;23
"90";0;"2020-04-10";222;37;226;102
"91";0;"2020-04-10";1184;233;515;192
"92";0;"2020-04-10";1974;434;1415;463
"93";0;"2020-04-10";1597;251;929;480
"94";0;"2020-04-10";2190;328;1023;510
"95";0;"2020-04-10";911;179;962;353
"971";0;"2020-04-10";33;19;50;10
"972";0;"2020-04-10";44;16;48;5
"973";0;"2020-04-10";9;1;13;0
"974";0;"2020-04-10";42;3;58;0
"976";0;"2020-04-10";20;4;24;2
"01";0;"2020-04-11";118;30;132;42
"02";0;"2020-04-11";279;43;285;140
"03";0;"2020-04-11";60;22;74;12
"04";0;"2020-04-11";35;5;63;4
"05";0;"2020-04-11";50;15;68;2
"06";0;"2020-04-11";267;79;249;67
"07";0;"2020-04-11";102;26;182;40
"08";0;"2020-04-11";69;17;57;13
"09";0;"2020-04-11";15;4;15;1
"10";0;"2020-04-11";219;27;196;61
"11";0;"2020-04-11";66;14;96;37
"12";0;"2020-04-11";55;6;58;17
"13";0;"2020-04-11";1064;264;1223;173
"14";0;"2020-04-11";166;55;82;33
"15";0;"2020-04-11";27;7;9;0
"16";0;"2020-04-11";13;7;30;8
"17";0;"2020-04-11";79;22;57;22
"18";0;"2020-04-11";66;15;35;29
"19";0;"2020-04-11";46;12;37;13
"21";0;"2020-04-11";325;72;402;106
"22";0;"2020-04-11";69;12;59;18
"23";0;"2020-04-11";31;14;9;4
"24";0;"2020-04-11";24;6;32;1
"25";0;"2020-04-11";186;77;248;68
"26";0;"2020-04-11";227;60;205;77
"27";0;"2020-04-11";94;8;47;33
"28";0;"2020-04-11";202;25;148;41
"29";0;"2020-04-11";116;39;82;13
"2A";0;"2020-04-11";70;14;53;33
"2B";0;"2020-04-11";6;1;69;3
"30";0;"2020-04-11";97;40;96;23
"31";0;"2020-04-11";239;97;249;28
"32";0;"2020-04-11";23;4;21;9
"33";0;"2020-04-11";308;102;362;64
"34";0;"2020-04-11";185;56;375;74
"35";0;"2020-04-11";172;38;135;39
"36";0;"2020-04-11";84;9;23;30
"37";0;"2020-04-11";200;64;103;33
"38";0;"2020-04-11";246;54;208;45
"39";0;"2020-04-11";112;14;65;26
"40";0;"2020-04-11";25;13;31;9
"41";0;"2020-04-11";93;15;61;21
"42";0;"2020-04-11";470;98;316;104
"43";0;"2020-04-11";30;7;45;5
"44";0;"2020-04-11";288;65;227;62
"45";0;"2020-04-11";277;74;198;39
"46";0;"2020-04-11";20;10;53;2
"47";0;"2020-04-11";27;6;17;4
"48";0;"2020-04-11";6;1;11;0
"49";0;"2020-04-11";203;46;242;53
"50";0;"2020-04-11";71;21;53;21
"51";0;"2020-04-11";366;58;419;131
"52";0;"2020-04-11";99;18;78;40
"53";0;"2020-04-11";65;11;39;18
"54";0;"2020-04-11";508;150;390;171
"55";0;"2020-04-11";143;21;183;45
"56";0;"2020-04-11";130;35;194;59
"57";0;"2020-04-11";1038;160;814;467
"58";0;"2020-04-11";53;10;15;7
"59";0;"2020-04-11";935;267;680;248
"60";0;"2020-04-11";444;71;427;204
"61";0;"2020-04-11";67;13;98;16
"62";0;"2020-04-11";434;98;352;96
"63";0;"2020-04-11";72;27;79;18
"64";0;"2020-04-11";92;27;95;16
"65";0;"2020-04-11";74;5;46;8
"66";0;"2020-04-11";78;29;185;21
"67";0;"2020-04-11";1107;261;955;346
"68";0;"2020-04-11";1026;139;1228;576
"69";0;"2020-04-11";1243;253;1029;305
"70";0;"2020-04-11";87;17;100;48
"71";0;"2020-04-11";174;33;258;91
"72";0;"2020-04-11";147;22;118;25
"73";0;"2020-04-11";107;23;191;23
"74";0;"2020-04-11";283;75;387;84
"75";0;"2020-04-11";3219;811;2131;867
"76";0;"2020-04-11";328;105;274;93
"77";0;"2020-04-11";798;204;807;223
"78";0;"2020-04-11";1056;190;723;258
"79";0;"2020-04-11";38;8;20;9
"80";0;"2020-04-11";352;71;273;118
"81";0;"2020-04-11";42;19;53;10
"82";0;"2020-04-11";18;10;13;3
"83";0;"2020-04-11";274;55;333;50
"84";0;"2020-04-11";76;18;117;21
"85";0;"2020-04-11";75;20;62;20
"86";0;"2020-04-11";63;29;56;19
"87";0;"2020-04-11";69;18;48;11
"88";0;"2020-04-11";266;30;261;158
"89";0;"2020-04-11";85;20;85;25
"90";0;"2020-04-11";217;35;238;107
"91";0;"2020-04-11";1206;236;556;203
"92";0;"2020-04-11";1978;441;1491;483
"93";0;"2020-04-11";1619;244;1000;494
"94";0;"2020-04-11";2233;316;1069;524
"95";0;"2020-04-11";916;175;1019;364
"971";0;"2020-04-11";37;20;50;10
"972";0;"2020-04-11";41;15;50;5
"973";0;"2020-04-11";9;1;13;0
"974";0;"2020-04-11";30;3;70;0
"976";0;"2020-04-11";20;3;25;3
"01";0;"2020-04-12";118;30;136;42
"02";0;"2020-04-12";283;44;287;142
"03";0;"2020-04-12";58;20;79;13
"04";0;"2020-04-12";34;5;63;5
"05";0;"2020-04-12";49;13;68;3
"06";0;"2020-04-12";270;80;249;68
"07";0;"2020-04-12";102;25;184;40
"08";0;"2020-04-12";79;15;66;17
"09";0;"2020-04-12";16;4;15;1
"10";0;"2020-04-12";239;27;197;61
"11";0;"2020-04-12";81;14;96;38
"12";0;"2020-04-12";56;6;58;18
"13";0;"2020-04-12";1133;268;1234;175
"14";0;"2020-04-12";162;51;90;35
"15";0;"2020-04-12";28;7;9;0
"16";0;"2020-04-12";14;6;31;8
"17";0;"2020-04-12";86;21;57;23
"18";0;"2020-04-12";68;14;35;31
"19";0;"2020-04-12";48;12;38;14
"21";0;"2020-04-12";344;72;406;116
"22";0;"2020-04-12";73;12;61;20
"23";0;"2020-04-12";33;15;9;4
"24";0;"2020-04-12";26;6;32;1
"25";0;"2020-04-12";213;75;263;72
"26";0;"2020-04-12";236;58;207;79
"27";0;"2020-04-12";94;7;49;33
"28";0;"2020-04-12";219;25;149;41
"29";0;"2020-04-12";123;38;82;13
"2A";0;"2020-04-12";70;14;55;33
"2B";0;"2020-04-12";4;0;71;3
"30";0;"2020-04-12";95;40;97;26
"31";0;"2020-04-12";244;97;258;28
"32";0;"2020-04-12";28;4;21;9
"33";0;"2020-04-12";299;99;378;68
"34";0;"2020-04-12";183;56;382;74
"35";0;"2020-04-12";182;35;141;39
"36";0;"2020-04-12";82;9;24;32
"37";0;"2020-04-12";194;58;106;36
"38";0;"2020-04-12";248;52;217;47
"39";0;"2020-04-12";117;15;65;27
"40";0;"2020-04-12";24;12;31;10
"41";0;"2020-04-12";96;15;61;21
"42";0;"2020-04-12";493;101;331;109
"43";0;"2020-04-12";32;7;45;5
"44";0;"2020-04-12";295;65;233;64
"45";0;"2020-04-12";284;72;206;40
"46";0;"2020-04-12";20;10;53;2
"47";0;"2020-04-12";30;6;18;4
"48";0;"2020-04-12";6;1;11;0
"49";0;"2020-04-12";220;47;245;53
"50";0;"2020-04-12";72;20;55;21
"51";0;"2020-04-12";383;61;428;137
"52";0;"2020-04-12";99;18;82;42
"53";0;"2020-04-12";69;11;39;18
"54";0;"2020-04-12";496;146;419;174
"55";0;"2020-04-12";144;20;190;49
"56";0;"2020-04-12";132;34;197;60
"57";0;"2020-04-12";1050;159;842;480
"58";0;"2020-04-12";56;10;16;7
"59";0;"2020-04-12";950;266;691;259
"60";0;"2020-04-12";463;73;442;214
"61";0;"2020-04-12";73;14;99;17
"62";0;"2020-04-12";440;95;372;103
"63";0;"2020-04-12";76;27;79;18
"64";0;"2020-04-12";93;26;96;18
"65";0;"2020-04-12";84;6;46;8
"66";0;"2020-04-12";79;27;185;22
"67";0;"2020-04-12";1102;261;993;352
"68";0;"2020-04-12";1027;142;1242;588
"69";0;"2020-04-12";1241;250;1057;310
"70";0;"2020-04-12";85;17;102;49
"71";0;"2020-04-12";175;34;262;92
"72";0;"2020-04-12";151;23;121;27
"73";0;"2020-04-12";108;24;197;23
"74";0;"2020-04-12";285;73;395;87
"75";0;"2020-04-12";3249;807;2226;912
"76";0;"2020-04-12";315;94;293;95
"77";0;"2020-04-12";811;207;831;230
"78";0;"2020-04-12";1063;188;739;268
"79";0;"2020-04-12";35;7;23;10
"80";0;"2020-04-12";348;71;283;122
"81";0;"2020-04-12";44;19;52;10
"82";0;"2020-04-12";18;10;13;3
"83";0;"2020-04-12";265;53;363;55
"84";0;"2020-04-12";79;19;120;22
"85";0;"2020-04-12";75;21;65;20
"86";0;"2020-04-12";67;29;52;19
"87";0;"2020-04-12";77;18;50;11
"88";0;"2020-04-12";268;29;266;164
"89";0;"2020-04-12";84;20;85;26
"90";0;"2020-04-12";220;35;242;111
"91";0;"2020-04-12";1230;234;580;213
"92";0;"2020-04-12";2024;451;1526;505
"93";0;"2020-04-12";1638;243;1055;504
"94";0;"2020-04-12";2231;317;1123;541
"95";0;"2020-04-12";919;179;1039;375
"971";0;"2020-04-12";38;19;51;10
"972";0;"2020-04-12";38;15;52;6
"973";0;"2020-04-12";15;1;13;0
"974";0;"2020-04-12";28;3;72;0
"976";0;"2020-04-12";22;3;25;3
"01";0;"2020-04-13";120;30;139;44
"02";0;"2020-04-13";286;44;288;147
"03";0;"2020-04-13";58;20;82;13
"04";0;"2020-04-13";33;4;63;5
"05";0;"2020-04-13";49;13;70;3
"06";0;"2020-04-13";278;79;257;75
"07";0;"2020-04-13";106;24;185;43
"08";0;"2020-04-13";79;15;66;17
"09";0;"2020-04-13";16;4;15;1
"10";0;"2020-04-13";260;27;198;62
"11";0;"2020-04-13";91;14;96;40
"12";0;"2020-04-13";57;5;59;19
"13";0;"2020-04-13";1147;270;1250;182
